word	sentence	translation	difficulty_rank	transliteration	source
خرد	ارزش خرد بیشتر از مروارید است.	The price of wisdom is above pearls.	19999		tatoeba
اعلام	روم در ونیس جنگ اعلام کرد.	Rome has declared war on Venice.	19999		tatoeba
باعث	باعث افتخارمه.	It's a pleasure for me.	19999		tatoeba
هنگ	کامپیوترم هنگ کرد.	My computer froze up.	19999		tatoeba
شیرین	هلو ها شیرین هستند.	Peaches are sweet.	19999		tatoeba
ممنون	خیلی ممنون برای حضورتون.	Thank you so much for attending!	19999		tatoeba
دی	نور خورشید منبع اصلی ویتامین دی است.	Sunlight is the main source of vitamin D.	19999		tatoeba
منبع	نور خورشید منبع اصلی ویتامین دی است.	Sunlight is the main source of vitamin D.	19999		tatoeba
نوجوان	یکی از نوجوان ها فریاد کشید.	One of the teenagers screamed.	19999		tatoeba
گروه	گروه من همیشه سر زندس.	My group is always lively.	19999		tatoeba
قبول	شما قابل قبول هستید.	You're reasonable.	19999		tatoeba
شاخه	حقوق بین الملل شاخه ای از حقوق است.	International law is a branch of law.	19999		tatoeba
بخاطر	این را بخاطر می‌آورم.	I remember this.	19999		tatoeba
ضد	ضد آفتاب زده ای ؟	Have you put on sunscreen?	19999		tatoeba
زده	ضد آفتاب زده ای ؟	Have you put on sunscreen?	19999		tatoeba
خام	آنها گوشت خام می خورند.	They eat raw meat.	19999		tatoeba
یونانی	من غذای یونانی دوست دارم.	I like to eat Greek food.	19999		tatoeba
لیوان	من لیوان پلاستیکی دارم.	I have a plastic cup.	19999		tatoeba
رفتار	با مردم جوری رفتار کن که با تو رفتار می کنند.	Deal with a man as he deals with you.	19999		tatoeba
متحرک	پیت واقعاً یه لغت نامه ی متحرک هست.	Piet really is a walking dictionary.	19999		tatoeba
یه	پیت واقعاً یه لغت نامه ی متحرک هست.	Piet really is a walking dictionary.	19999		tatoeba
متعلق	میوه ها متعلق به همه ی شماست اما زمین متعلق به هیچ کس نیست.	The fruits belong to all of you, but the earth belongs to no one.	19999		tatoeba
میوه	میوه ها متعلق به همه ی شماست اما زمین متعلق به هیچ کس نیست.	The fruits belong to all of you, but the earth belongs to no one.	19999		tatoeba
بستری	او قبل از مرگ، بیش از یک ماه بستری شده بود.	He was hospitalized for over a month before dying.	19999		tatoeba
ایمنی	در نهایت، اهداف ساده هستند: ایمنی و امنیت.	At the end of the day, the goals are simple: safety and security.	19999		tatoeba
نهایت	در نهایت، اهداف ساده هستند: ایمنی و امنیت.	At the end of the day, the goals are simple: safety and security.	19999		tatoeba
یه	مثل یه زن لباس پوشیده.	He dressed up as a woman.	19999		tatoeba
ترسیدن	دلیلی برای ترسیدن نیست.	There's no reason to be afraid.	19999		tatoeba
گران	من این ساعت را می خریدم، اگر که گران نبود.	I would buy this watch, except it's too expensive.	19999		tatoeba
مرتب	شما مرتب هستید.	You're organized.	19999		tatoeba
کوتاهی	برای مدت کوتاهی اینجا می مانم.	I'll be there in a while.	19999		tatoeba
زرد	موز زرد است.	Bananas are yellow.	19999		tatoeba
آزادی	عصاره ی آزادی ریاضیات است.	The essence of liberty is mathematics.	19999		tatoeba
ناپدید	او بدون هیچ اثری ناپدید شد.	He disappeared without a trace.	19999		tatoeba
موفق	موفق شدیم.	We succeeded.	19999		tatoeba
خوشحال	دیروز خوشحال بودم.	I was happy yesterday.	19999		tatoeba
درس	سخت درس بخوان.	Study hard.	19999		tatoeba
خانم	اول خانم ها بفرمایند.	Ladies first.	19999		tatoeba
چوب	چوب می سوزد.	Wood burns.	19999		tatoeba
روشن	روشن حرف بزن.	Speak clearly.	19999		tatoeba
توافق	ما به توافق رسیدیم.	We agree.	19999		tatoeba
جوان	توم بسیار جوان است.	Tom is very young.	19999		tatoeba
مناسبت	داستانش مناسب این مناسبت نبود.	His story wasn't appropriate for the occasion.	19999		tatoeba
درباره	درباره من اشتباه برداشت نکن.	Don't get me wrong.	19999		tatoeba
برداشت	درباره من اشتباه برداشت نکن.	Don't get me wrong.	19999		tatoeba
کودکان	مخاطب این برنامه تلویزیونی کودکان هستند.	This TV show is aimed at children.	19999		tatoeba
مخاطب	مخاطب این برنامه تلویزیونی کودکان هستند.	This TV show is aimed at children.	19999		tatoeba
سرباز	سرباز با اسلحه به سمت مرد نشانه گیری کرد.	The soldier aimed his gun at the man.	19999		tatoeba
سمت	سرباز با اسلحه به سمت مرد نشانه گیری کرد.	The soldier aimed his gun at the man.	19999		tatoeba
اسلحه	سرباز با اسلحه به سمت مرد نشانه گیری کرد.	The soldier aimed his gun at the man.	19999		tatoeba
خارجی	تسلط بر یه زبان خارجی آسون نیست.	Mastering a foreign language isn't easy.	19999		tatoeba
تسلط	تسلط بر یه زبان خارجی آسون نیست.	Mastering a foreign language isn't easy.	19999		tatoeba
باغ	یک درخت سیب توی باغ هست.	There's an apple tree in the garden.	19999		tatoeba
تی	چرا تی شرتت آب رفت؟	Why did your T-shirt shrink?	19999		tatoeba
زمینه	ما همه احمقیم، هر کدام در یک زمینه.	We are all stupid, just on different subjects.	19999		tatoeba
نفس	برای موفقیت فقط نادانی و اعتماد به نفس نیاز است.	All you need is ignorance and confidence and the success is sure.	19999		tatoeba
شیطان	عجله کار شیطان است.	Haste makes waste.	19999		tatoeba
حساب	حساب حساب کاکا برادر.	Business is business.	19999		tatoeba
دیوار	دیوار موش دارد.	Walls have ears.	19999		tatoeba
بشر	بشر جائزالخطاست.	Everyone makes mistakes.	19999		tatoeba
رسیدن	دیر رسیدن بهتر از هرگز نرسیدن است.	Better late than never.	19999		tatoeba
قهرمانان	قهرمانان همیشه دیر می‌رسند.	Heroes always arrive late.	19999		tatoeba
مرغ	مرغ همسایه غاز است.	All his geese are swans.	19999		tatoeba
سنگ	کاغذ سنگ صبور است.	Paper is patient.	19999		tatoeba
کاغذ	کاغذ سنگ صبور است.	Paper is patient.	19999		tatoeba
هزار	یک تصویر به اندازهٔ هزار کلمه می‌ارزد.	A picture is worth a thousand words.	19999		tatoeba
تصویر	یک تصویر به اندازهٔ هزار کلمه می‌ارزد.	A picture is worth a thousand words.	19999		tatoeba
سنگ	سنگ بزرگ نشانهٔ نزدن است.	He who starts ten tasks won't finish a single one.	19999		tatoeba
درمان	حماقت درمان ندارد.	There's no cure for stupidity.	19999		tatoeba
مقدس	این عددی مقدس است.	It's a sacred number.	19999		tatoeba
خشونت	خشونت، نیرویی ضعیف است.	Violence is a weak force.	19999		tatoeba
ضعیف	خشونت، نیرویی ضعیف است.	Violence is a weak force.	19999		tatoeba
درد	زبان همیشه به دندانی که درد می‌کند می‌خورد.	The tongue ever turns to the aching tooth.	19999		tatoeba
سلامتی	سلامتی نعمت است.	Health is wealth.	19999		tatoeba
آنگاه	آنگاه الگوریتم را ادامه می‌دهیم.	Then we can continue the algorithm.	19999		tatoeba
الگوریتم	آنگاه الگوریتم را ادامه می‌دهیم.	Then we can continue the algorithm.	19999		tatoeba
خریدن	خریدن بهتر از قرض گرفتن است.	Better buy than borrow.	19999		tatoeba
گرفتن	خریدن بهتر از قرض گرفتن است.	Better buy than borrow.	19999		tatoeba
خریدن	خریدن بهتر از به عاریت گرفتن است.	Better buy than borrow.	19999		tatoeba
مگر	آزادی غیر قابل استفاده است مگر اینکه از آن استفاده کنید.	Freedom is useless unless you use it.	19999		tatoeba
حقیقی	من می‌خواهم عشق حقیقی را پیدا کنم.	I want to find true love.	19999		tatoeba
گفتن	سخن گفتن بدون اندیشیدن مانند شلیک کردن بدون نگاه کردن است.	Speaking without thinking is like shooting without looking.	19999		tatoeba
سخن	سخن گفتن بدون اندیشیدن مانند شلیک کردن بدون نگاه کردن است.	Speaking without thinking is like shooting without looking.	19999		tatoeba
شلیک	سخن گفتن بدون اندیشیدن مانند شلیک کردن بدون نگاه کردن است.	Speaking without thinking is like shooting without looking.	19999		tatoeba
سرنوشت	سرنوشت ما به تصمیمات ما بستگی دارد.	Our destiny depends on our decisions.	19999		tatoeba
زاده	من برای دوست داشتن تو زاده شدم.	I was born to love you.	19999		tatoeba
فرض	فرض کنیم بدترین حالت ممکن رخ دهد.	Let's think about the worst that could happen.	19999		tatoeba
بدترین	فرض کنیم بدترین حالت ممکن رخ دهد.	Let's think about the worst that could happen.	19999		tatoeba
تفاوت	تفاوت انجام دادن و انجام ندادن انجام دادن است.	The difference between doing and not doing is doing.	19999		tatoeba
زمستان	نظر زن و باد زمستان اغلب عوض می‌شوند.	A woman's mind and winter wind change often.	19999		tatoeba
عوض	نظر زن و باد زمستان اغلب عوض می‌شوند.	A woman's mind and winter wind change often.	19999		tatoeba
نفس	برای موفق شدن در زندگی دو چیز لازم است: نادانی و اعتماد به نفس.	To succeed in life, you need two things: ignorance and confidence.	19999		tatoeba
موفق	برای موفق شدن در زندگی دو چیز لازم است: نادانی و اعتماد به نفس.	To succeed in life, you need two things: ignorance and confidence.	19999		tatoeba
نقاشی	نقاشی یک شعر بدون کلام است.	A painting is a wordless poem.	19999		tatoeba
شعر	نقاشی یک شعر بدون کلام است.	A painting is a wordless poem.	19999		tatoeba
